SOLUTION_ID,MINS_ELAPSED,MZ84_MZ283,MZ85_MZ283,MZ150_MZ283,MZ168_MZ283,M_AMMONIA,PPM_AMMONIA
butenedial-peg6-181016,15,0.005531687095932906,0.002269410090639141,,,0.010875000000000001,175.4032258064516
butenedial-peg6-181016,16,0.017750520379426826,0.0007994756592072947,,,0.010875000000000001,175.4032258064516
butenedial-peg6-181016,17,0.012654644012584659,0.00040082582845290773,,,0.010875000000000001,175.4032258064516
butenedial-peg6-181016,10,0.01669560372317933,0.0006019571068249997,,,0.010875000000000001,175.4032258064516
butenedial-peg6-181016,37,0.0309955463583607,0.0012821089567681856,,,0.010875000000000001,175.4032258064516
butenedial-peg6-181018,13,0.10353355114350339,0.006192510681075647,,,0.0010875,17.54032258064516
butenedial-peg6-181018,34,0.06525493147955456,0.002435298545462596,,,0.0010875,17.54032258064516
butenedial-peg6-181018,14,0.02484195845187502,0.001627158385171635,,,0.0010875,17.54032258064516
butenedial-peg6-181018,18,0.07612950500395303,0.01585067201450086,0.028211110896854935,0.013980215584565843,0.0002175,3.508064516129032
butenedial-peg6-181018,37,0.0218843342389265,0.004668057577713402,0.015437611635621332,0.007640004202752803,0.0002175,3.508064516129032
butenedial-peg6-181018,70,0.02163969947478744,0.002487105207376528,0.0155444075461033,0.006095291928684143,0.0002175,3.508064516129032
butenedial-peg6-181018,34,0.030922243455117654,0.00862770325241708,0.01768426894720577,0.0076627627570809605,0.0002175,3.508064516129032
butenedial-peg6-181018,13,0.019313391535119302,0.011088815709627569,0.017630448326361525,0.009413963573988817,0.0002175,3.508064516129032
butenedial-peg6-181018,69,0.03360746011752059,0.005427578429497537,0.018894304010340757,0.00743241906445167,0.0002175,3.508064516129032
butenedial-peg6-181018,14,0.011079399242034342,0.011930940906751508,0.013858606653254106,0.007458007766808591,0.0002175,3.508064516129032
butenedial-peg6-181018,14,0.030310242619346735,0.018100757694723617,0.018203812028894473,0.008673739792713568,0.0002175,3.508064516129032
butenedial-peg6-181018,14,0.054194618225672724,0.02803949649506294,0.02155724730534409,0.00895454888068139,0.0002175,3.508064516129032
butenedial-peg6-181018,4,0.013221706059523202,0.023278370514064017,0.0,0.0,0.0002175,3.508064516129032
butenedial-peg6-181018,15,0.01548868874213787,0.010478912611601008,0.013969266044239936,0.007133826982120282,0.0002175,3.508064516129032
butenedial-peg6-181018,14,0.10786206896551724,0.02574712643678161,0.008183908045977012,0.008551724137931035,0.0002175,3.508064516129032
butenedial-peg6-181018,65,0.010959977807035698,0.003544709575999894,0.013879409420561076,0.005812443031453243,0.0002175,3.508064516129032
bd10hg20_003,3,0.014138926630434782,0.02016813858695652,,,4.350000000000001e-05,0.7016129032258065
bd10hg20_003,16,0.010097314184791404,0.0045385140412477045,,,4.350000000000001e-05,0.7016129032258065
bd10hg20_003,35,0.02900401313389274,0.003698053132566084,,,4.350000000000001e-05,0.7016129032258065
