MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
4.8,0.1965430227358268,0.19096797014439684,0.20215503275571883
5.8,0.19081960533983425,0.185022373753571,0.19662608212967847
6.8,0.1852506383106151,0.17919977614036697,0.1913438388784016
7.8,0.17984966114749684,0.1735603978042287,0.18620347669382833
8.8,0.17460726007312544,0.16809848841534983,0.18120120768563247
9.8,0.16952045803907498,0.1628084616789713,0.17633332039327018
10.8,0.16456245908217706,0.15768490743022914,0.17159620511304416
11.8,0.1597445606111185,0.15272259435852764,0.16698634722261693
12.8,0.15507807130114448,0.147916444688359,0.16250033494460714
13.8,0.1505685780065497,0.14326154339611785,0.15813483751333796
14.8,0.14618622245291824,0.13875313101273992,0.15388661707021975
15.8,0.1419069967990696,0.13438659635094308,0.14975252334305508
16.8,0.13776368823360172,0.13015746931626226,0.14572948989664514
17.8,0.13374376014637648,0.12606142850830612,0.14181453131951746
18.8,0.129839119281566,0.12209429278496989,0.13800474144391697
19.8,0.12605317061416055,0.11825201217640594,0.13429729762607073
20.8,0.12237541252100628,0.11453065618268046,0.1306894549549053
21.8,0.11880702013607755,0.11092641606771886,0.12717854261063982
22.8,0.11533482081446196,0.10743559582340945,0.12376195603444685
23.8,0.11196712893666785,0.10405461749090628,0.12043716004305133
24.8,0.1086971015678387,0.10078003362187997,0.11720168464636714
25.8,0.10552773361971882,0.09760850204853701,0.11405312156621651
26.8,0.10246152508758022,0.09453678312302007,0.11098913454267496
